대여소번호,대여소명,동,구,총거치대수,2020년_대여수,2019년_대여수
1695,월계미륭아파트 정문,월계3동,노원구,10,0,0
2301,현대고등학교 건너편,신사동,강남구,10,11352,17117
2302,교보타워 버스정류장(신논현역 3번출구 후면),논현1동,강남구,10,4762,12548
2303,논현역 7번출구,논현1동,강남구,15,2367,8413
2304,신영 ROYAL PALACE 앞,논현2동,강남구,10,931,2631
2305,MCM 본사 직영점 앞,논현2동,강남구,10,1426,3239
2306,압구정역 2번 출구 옆,신사동,강남구,30,4213,11067
2307,압구정 한양 3차 아파트,압구정동,강남구,10,5360,10955
2308,압구정파출소 앞,압구정동,강남구,14,2923,5955
2309,청담역(우리들병원 앞),청담동,강남구,10,1267,3021
2310,청담동 맥도날드 옆(위치),청담동,강남구,10,2136,5140
2311,학동로 래미안 아파트 앞,청담동,강남구,10,1079,2668
2312,청담역 13번 출구 앞,청담동,강남구,10,1528,3205
2313,금원빌딩 앞,청담동,강남구,10,4298,7833
2314,청담나들목입구,삼성1동,강남구,10,3322,5109
2315,봉은사역 5번출구 옆,삼성1동,강남구,10,4293,10931
2316,삼성역 8번출구,삼성1동,강남구,20,4276,9626
2317,삼성도로공원,삼성1동,강남구,10,3594,6422
2318,삼성중앙역4번출구(문화센터더 리빌),삼성1동,강남구,15,1879,5541
2319,포스코4거리 서측(수협 삼성동 지점),삼성2동,강남구,10,1725,4342
2320,도곡역 대치지구대 방향,도곡2동,강남구,10,3320,7290
2321,학여울역 사거리,대치2동,강남구,10,3505,6589
2322,삼성역 3번 출구,대치2동,강남구,15,2378,5752
2323,주식회사 오뚜기 정문 앞,대치2동,강남구,10,1502,2570
2324,천주교 대치 2동 교회 옆,대치2동,강남구,10,3765,7398
2325,대치동 버거킹대치점,대치4동,강남구,10,3417,7708
2326,대치동 삼성로,대치2동,강남구,10,1296,2436
2327,뱅뱅사거리 랜드마크타워 앞,역삼1동,강남구,15,3204,8489
2328,르네상스 호텔 사거리 역삼지하보도 7번출구 앞,역삼1동,강남구,10,1752,5216
2329,르네상스호텔사거리 역삼지하보도 2번출구,역삼1동,강남구,10,831,2532
2330,스타벅스 앞,역삼1동,강남구,10,2277,5678
2331,동영문화센터앞,역삼2동,강남구,20,1892,5654
2332,선릉역3번출구,역삼2동,강남구,15,3711,9443
2333,양재역 3번출구 주변,도곡1동,강남구,15,3918,8399
2334,삼호아파트 2동 ( 간선도로),대치4동,강남구,15,682,2675
2335,3호선 매봉역 3번출구앞,도곡2동,강남구,10,3281,8764
2336,강남세브란스교차로 래미안그레이튼 104동 앞,대치2동,강남구,10,947,3156
2337,대모산입구역 2번출구 앞,개포2동,강남구,15,1374,2759
2339,현대아파트 정문 앞,개포2동,강남구,10,1567,3751
2340,삼호물산버스정류장(23370) 옆,개포4동,강남구,15,4559,11678
2341,일원역 4~5번 출구 사이,일원본동,강남구,10,1178,2125
2342,대청역 1번출구 뒤,일원2동,강남구,10,6286,11792
2343,세곡사거리 대왕파출소 앞,세곡동,강남구,10,487,942
2344,리엔파크 2단지 앞,세곡동,강남구,10,1993,3879
2347,두산건설 본사,논현2동,강남구,15,1232,3909
2348,포스코사거리(기업은행),삼성1동,강남구,20,5140,13030
2349,역삼빌딩 앞(하나은행 옆),역삼1동,강남구,10,1292,4262
2350,래미안그레이튼102동앞,역삼1동,강남구,10,1022,2830
2351,청소년수련관(수영장)앞,일원본동,강남구,15,708,1665
2352,서울본부세관(건설회관 앞),논현2동,강남구,10,996,2705
2353,강남구청역 2번출구 뒤,논현2동,강남구,10,2198,5801
2354,청담역 2번출구,삼성1동,강남구,5,999,1957
2355,삼성역 5~6번 출구 사이,삼성1동,강남구,25,4315,11644
2356,강남구청,삼성2동,강남구,10,1845,4229
2357,르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번,역삼2동,강남구,15,1438,4980
2358,구룡초사거리 (현대아파트10동 앞 ),개포1동,강남구,10,826,2708
2359,"국립국악중,고교 정문 맞은편",개포4동,강남구,10,2399,5153
2360,도곡1동 주민센터 교차로,역삼2동,강남구,15,1733,6304
2361,압구정역 교차로,신사동,강남구,10,2859,6545
2362,신사동 가로수길 입구,신사동,강남구,10,3016,6774
2363,강남 을지병원 교차로,논현1동,강남구,15,1182,3175
2364,도산대로 렉서스 앞,신사동,강남구,10,1563,3213
2365,K+ 타워 앞,신사동,강남구,15,3120,6963
2368,도곡동 경남아파트 건너편,도곡1동,강남구,10,811,2992
2369,KT선릉타워,대치2동,강남구,20,2592,6465
2370,한티역 3번출구,대치4동,강남구,20,2556,6823
2371,한국우편사업진흥원,논현2동,강남구,10,1118,3620
2372,대치역 사거리,대치2동,강남구,10,4440,9169
2373,개포동역 사거리,개포2동,강남구,20,3865,6426
2375,수서역 1번출구 앞,수서동,강남구,10,2639,4335
2376,수서역 6번출구 앞,수서동,강남구,20,683,1984
2377,수서역 5번출구 뒤,수서동,강남구,10,5916,14340
2380,삼성동베이직하우스앞,삼성2동,강남구,15,1599,4398
2381,언주역 6번출구앞,역삼1동,강남구,8,1524,3838
2382,역삼동 sk뷰 501동앞,역삼2동,강남구,11,787,2397
2383,보금자리정원,세곡동,강남구,10,689,1501
2384,자곡사거리,세곡동,강남구,10,4854,10965
2385,학동역,논현2동,강남구,10,2091,6617
2386,sk 동우주유소 앞,논현1동,강남구,10,0,0
2387,래미안강남힐즈 사거리,세곡동,강남구,10,2286,7126
2388,강남구 도시관리공단,삼성1동,강남구,10,1066,2761
2389,경기여자고등학교 후문 (삼성로3길 입구),개포2동,강남구,15,1533,2285
2390,구룡마을 입구 (래미안블레스티지 아파트),개포1동,강남구,10,1002,2627
2391,구룡터널 입구(개포1단지아파트),개포1동,강남구,10,87,189
2392,구룡산 입구 (구룡산 서울둘레길 입구),개포4동,강남구,15,369,971
2393,구룡사 앞 교차로 (보도육교),개포4동,강남구,10,271,788
2394,래미안강남포레스트 입구 (보도육교),개포1동,강남구,10,3,0
2395,개포1단지아파트 입구 (보도육교),개포1동,강남구,10,94,672
2396,영동3교 북단(우성캐릭터 앞 보도),도곡2동,강남구,15,2474,5258
2398,더라움,역삼1동,강남구,10,1518,4639
2401,밀알학교 입구 (삼성서울병원 입구),일원본동,강남구,15,905,1595
2403,공무원연금매점 교차로 (개포주공9단지 입구),개포2동,강남구,15,447,965
2404,대모산입구역 4번 출구 앞,개포2동,강남구,10,2279,4665
2405,청담공원앞 교차로,삼성동,강남구,20,2335,5859
2406,논현동 광명빌딩 앞,역삼1동,강남구,10,881,2570
2407,역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),역삼1동,강남구,10,3723,10336
2408,강남한양수자인아파트,세곡동,강남구,14,2141,4242
2409,역삼동 디오슈페리움 (우성아파트 사거리),역삼1동,강남구,20,2794,6342
2410,포스코피앤에스타워 (역삼역 3번출구 부근),역삼2동,강남구,10,1943,5688
2411,세곡동 성당,세곡동,강남구,15,2405,4626
2412,일원1동 주민센터,일원1동,강남구,15,4498,8509
2413,도곡역 1번 출구,도곡2동,강남구,20,189,0
2414,도곡역 아카데미스위트 앞,도곡2동,강남구,20,391,0
2415,한티역 롯데백화점 앞,대치4동,강남구,15,214,0
2416,한티역 6번 출구,도곡2동,강남구,10,75,0
2417,선정릉 일등 추어탕 앞,역삼1동,강남구,10,62,0
2418,봉은사역 7번 출구,삼성1동,강남구,10,251,0
2419,"봉은사역 1,2번 출구",삼성1동,강남구,20,183,0
2420,학여울역 사거리(LG베스트샵 앞),대치2동,강남구,20,252,0
2421,신논현역 4번출구,역삼1동,강남구,15,128,0
2422,수서동 성당 맞은편,수서동,강남구,10,191,0
2423,영희초교 사거리(래미안개포루체하임),일원2동,강남구,10,364,0
2425,세곡동 사거리(대왕초등학교 정류장),세곡동,강남구,20,37,0
2426,강남한신휴플러스 6단지,세곡동,강남구,10,121,0
2427,개포고등학교 정문앞,개포2동,강남구,10,2,0
2428,롯데리아 개포점앞,개포2동,강남구,10,99,0
2429,압구정로데오역 6번출구,압구정동,강남구,10,384,0
2430,강남파이낸스센터앞(역삼역2번출구),역삼1동,강남구,10,142,0
2431,대치역 7번출구,대치1동,강남구,10,288,0
1001,광진교 남단 사거리(디지털프라자앞),천호2동,강동구,14,6671,14291
1002,해공공원(천호동),천호2동,강동구,10,6748,11132
1003,해공도서관앞,천호2동,강동구,20,2722,6927
1004,삼성광나루아파트 버스정류장,암사2동,강동구,10,4902,8930
1006,롯데캐슬 115동앞,명일1동,강동구,15,2814,5289
1007,암사동 선사유적지,암사2동,강동구,16,663,714
1008,암사역 3번출구(국민은행앞),암사2동,강동구,10,9897,19167
1009,천호역4번출구(현대백화점),천호2동,강동구,20,13126,26222
1010,강동세무서,길동,강동구,20,8711,17961
1011,LIGA 아파트 앞,성내3동,강동구,20,8784,21508
1012,서울 상운차량,성내2동,강동구,15,3079,7612
1013,강동구청역 1번 출입구,성내1동,강동구,15,4115,10257
1014,강동구평생학습관앞,고덕2동,강동구,15,3685,6975
1015,샛마을 근린공원,명일1동,강동구,13,3726,7240
1016,해뜨는 주유소옆 리엔파크 109동앞,강일동,강동구,10,2564,3709
1017,맥도날드(길동),길동,강동구,20,5956,11628
1018,둔촌 주공 GS 맞은편,성내3동,강동구,20,1217,6413
1019,다성이즈빌아파트(호원대 대각선 맞은편),성내1동,강동구,10,9507,22413
1020,강동경찰서,성내1동,강동구,15,8047,19764
1021,강일동 리슈빌 빌딩앞,강일동,강동구,15,4241,7875
1022,길동 사거리(초소앞),길동,강동구,20,5299,11421
1023,한국종합기술사옥 앞,강일동,강동구,15,4727,8083
1024,강동구청 앞,성내1동,강동구,10,6734,13129
1025,상일초등학교,상일동,강동구,10,1723,2796
1026,대명초교 입구 교차로,명일1동,강동구,14,1999,3941
1027,프라자 아파트 앞,길동,강동구,20,3411,6585
1028,포레스 주상복합 빌딩,성내2동,강동구,10,3596,8061
1029,롯데 시네마,성내2동,강동구,10,6504,15112
1030,미호 플랜트 앞,성내1동,강동구,15,4355,8769
1031,암사동 CBIS,암사3동,강동구,15,1969,3221
1032,선사고등학교,암사3동,강동구,20,1718,3002
1033,고덕동 아남아파트,고덕1동,강동구,10,2691,5082
1034,고덕동 래미안 힐스테이트,고덕1동,강동구,15,1512,2472
1035,고덕역 4번출구,명일2동,강동구,20,3929,11300
1036,고덕동 주양쇼핑,명일2동,강동구,10,4135,6360
1037,강일리버파크 6단지,강일동,강동구,10,681,1199
1038,강일 다솜 어린이 공원,강일동,강동구,10,822,977
1039,고덕초등학교,고덕2동,강동구,7,596,860
1041,묘곡초등학교,고덕1동,강동구,10,2150,4152
1042,강일리버파크 2~5단지,강일동,강동구,10,2153,2792
1044,굽은다리역,명일1동,강동구,15,11309,23917
1047,건강보험 강동지사kt,길동,강동구,10,5521,11893
1048,동부기업(둔촌동),둔촌2동,강동구,10,5749,11017
1049,강일리버파크 10단지,강일동,강동구,10,2549,3810
1050,둔촌역 3번 출입구,성내3동,강동구,15,12123,25833
1051,양지시장 (용성약국앞) 입구,암사1동,강동구,15,4285,8023
1052,리싸이클시티,고덕2동,강동구,10,1160,1968
1053,동명근린공원 진입로 (아리수로),고덕2동,강동구,8,1238,1837
1054,말우물 어린이 공원,상일동,강동구,10,953,947
1056,강일리버파크 7~11단지,강일동,강동구,10,1180,2116
1057,능골근린공원,상일동,강동구,15,1841,2742
1058,고덕숲 아이파크 1,상일동,강동구,12,2758,1378
1059,래미안 강동팰리스(102동),천호3동,강동구,15,4747,10656
1060,천일초교 사거리,천호1동,강동구,8,2641,5432
1061,천호초교 입구 사거리(일주빌딩),천호1동,강동구,10,3111,6705
1062,고덕숲 아이파크 2,상일동,강동구,15,1147,1827
3539,서원마을,암사2동,강동구,10,565,911
1063,강동롯데캐슬퍼스트 아파트(관리동),암사3동,강동구,15,266,0
1064,중앙보훈병원역 1번출구,둔촌2동,강동구,15,155,0
1065,보훈병원 정문옆(중앙대영약국),둔촌2동,강동구,20,129,0
1066,생태공원앞 교차로(조명탑),둔촌2동,강동구,20,55,0
1067,한영중고앞사거리,명일1동,강동구,20,132,0
1068,명일파출소,명일2동,강동구,20,457,0
1069,강동경희대학교병원 입구,상일동,강동구,15,173,0
1070,(시립)고덕평생학습관,고덕2동,강동구,10,0,0
1071,명일근린공원공동체텃밭,상일동,강동구,15,108,0
1072,고덕역 5번출구,고덕1동,강동구,10,0,0
1073,SSTS 몰 앞,천호3동,강동구,10,394,0
1074,대명초교입구 사거리,명일1동,강동구,15,379,0
1075,천동초교 삼거리,천호3동,강동구,10,387,0
1076,전자랜드 길동점,길동,강동구,10,647,0
1077,강동역 1번출구 앞,천호3동,강동구,15,598,0
1078,둔촌사거리,성내3동,강동구,20,772,0
1079,강일동입구교차로,강일동,강동구,15,186,0
1080,엘웨딩,성내2동,강동구,10,290,0
1081,트레빌빌딩,천호3동,강동구,20,251,0
1082,중앙보훈병원역3번출구,둔촌2동,강동구,13,0,0
1083,광문고교사거리(아이파크),고덕2동,강동구,15,219,0
1084,윤선생빌딩(JYP사옥),양재1동,강동구,15,661,0
1085,래미안 솔베뉴(고덕로),명일1동,강동구,20,141,0
1086,래미안 솔베뉴(구천면로),명일1동,강동구,10,170,0
1088,풍납사거리(강동),성내1동,강동구,12,416,0
1089,고덕 래미안힐스테이트(201동),고덕1동,강동구,10,122,0
1090,상일동역 2번출구 앞,고덕2동,강동구,10,928,0
1501,"미아역 3번,4번 출구 사이",미아동,강북구,9,4241,10252
1503,이디야 커피 수유역점 앞,수유3동,강북구,12,9852,20944
1504,다이소 삼양시장점,미아동,강북구,10,1367,3754
1506,강북문화예술회관,인수동,강북구,20,3084,6715
1509,서울북부수도사업소,번2동,강북구,10,3182,5982
1510,번동주공5단지 관리사무소 앞,번2동,강북구,10,923,1774
1511,번동 금호어울림아파트102동앞,번2동,강북구,9,828,1793
1512,강북중학교 앞,수유3동,강북구,20,4901,7443
1513,강북구청 뒷편,수유3동,강북구,20,1282,2737
1514,강북구청 사거리 버스정류소 앞,번1동,강북구,10,6231,11152
1515,송천동 주민센터,송천동,강북구,10,2422,4146
1516,우이초등학교 후문 옆,인수동,강북구,10,1892,4054
1518,SK telecom(수유직영점) 앞,인수동,강북구,10,1842,3839
1519,세븐일레븐 수유장미원점 앞,수유2동,강북구,10,2335,4565
1520,성실교회,수유3동,강북구,10,2715,6587
1522,월드전기조명인테리어(우이동),쌍문1동,강북구,10,1442,2453
1525,미아동 복합청사,삼각산동,강북구,10,1422,2947
1526,수유동 채선당앞,수유3동,강북구,8,2031,4462
1527,미아역 1번 출구 뒤,미아동,강북구,10,2434,5508
1528,삼각산동 주민센터,미아동,강북구,10,1872,3814
1529,미아동 한국전력공사,미아동,강북구,15,4588,10230
1530,광산사거리,수유2동,강북구,10,4157,8626
1531,미아사거리 1번 출구,송중동,강북구,10,6832,14987
1532,번3동 주민센터 교차로,번3동,강북구,10,2835,4674
1533,"번동 주공3, 4단지 교차로",번2동,강북구,10,5452,8279
1534,북서울 꿈의 숲 동문,번3동,강북구,20,4016,4306
1535,효성인텔리안 앞,수유3동,강북구,10,7115,16519
1536,번동 두산위브 101동 옆,번1동,강북구,20,3629,7460
1537,북한산 우이역,우이동,강북구,10,1910,3522
1538,솔밭공원역,우이동,강북구,8,2027,3533
1539,4.19민주묘지역,우이동,강북구,9,4519,8661
1540,가오리역,수유2동,강북구,10,2696,5474
1541,삼양역,삼양동,강북구,10,902,2267
1542,삼양사거리역,삼양동,강북구,10,1391,2855
1543,수유1동 주민센터,수유1동,강북구,10,2042,4556
1545,솔샘역 2번 출구,미아동,강북구,10,937,2458
1546,송천동우체국,미아동,강북구,10,2192,4892
1547,꿈의숲 롯데캐슬,미아동,강북구,15,1370,2438
1548,북서울 꿈의숲 서문,번3동,강북구,15,2664,3715
1551,4.19탑 앞,우이동,강북구,8,116,0
1552,강북구청사거리(던킨도너츠 앞),번1동,강북구,8,262,0
1553,예수그리스도후기성도교회 앞,번2동,강북구,15,78,0
1554,번동사거리,번1동,강북구,10,139,0
1557,신창교,번2동,강북구,10,169,0
1558,강북문화정보도서관,번3동,강북구,15,116,0
1560,도봉세무서 앞,미아동,강북구,10,151,0
1564,4.19민주묘지역 1번출구,우이동,강북구,7,0,0
1565,대한병원앞,수유3동,강북구,15,154,0
1566,삼각산 아이언APT앞,삼각산동,강북구,15,37,0
1568,4.19민주묘지 입구사거리,수유2동,강북구,10,135,0
1569,수유역2번출구,미아동,강북구,10,95,0
1101,개화동상사마을종점 버스정류장,방화2동,강서구,10,717,1084
1102,방화사거리 마을버스 버스정류장,방화1동,강서구,10,4687,8067
1103,방화역 4번출구앞,방화3동,강서구,10,5127,8652
1105,방화근린공원,방화3동,강서구,10,1424,1686
1106,신방화사거리,방화1동,강서구,10,5689,10260
1108,공항시장역 2번출구 뒤,공항동,강서구,9,2787,5226
1109,공항시장역 4번출구,공항동,강서구,6,2058,3459
1110,공항중학교앞,공항동,강서구,10,2528,4644
1111,마곡엠밸리6_7단지 마곡중학교,가양1동,강서구,15,3625,7021
1112,마곡엠밸리4단지 정문,가양1동,강서구,15,12368,23630
1113,서남환경공원 버스정류장,가양1동,강서구,15,5433,8797
1114,서남물재생센터 버스정류장,가양1동,강서구,15,239,1501
1115,등촌역 1번출구옆,등촌1동,강서구,10,4041,7675
1117,스타벅스앞,등촌3동,강서구,10,7944,15560
1118,증미역 3번출구뒤(등촌두산위브센티움오피스텔),등촌1동,강서구,10,10020,19891
1119,염창동 한마음아파트앞(염창동 빛나는 음악학원앞),염창동,강서구,6,7080,12832
1120,대림경동아파트앞,가양2동,강서구,25,6682,10919
1121,가양레포츠센터앞,가양3동,강서구,15,5123,9644
1122,황금내근린공원,가양3동,강서구,10,8861,12703
1124,발산역 6번출구옆(다이소앞),우장산동,강서구,10,10735,18432
1125,명덕고교입구(영종빌딩),우장산동,강서구,10,7556,13126
1126,우장산역 1번출구옆(우장산아이파크105동앞),우장산동,강서구,7,4184,9858
1127,화곡역(에이스정형외과앞) 버스정류장,화곡3동,강서구,10,4565,9124
1128,화곡역 6번출구,화곡3동,강서구,10,3977,6055
1129,화곡역 1번 출구 앞,화곡3동,강서구,10,4945,9078
1130,화곡본동시장 버스정류장,화곡본동,강서구,7,2056,3526
1131,꿈돌이공원 앞,화곡본동,강서구,8,5908,12015
1132,등촌역 7번출구,등촌1동,강서구,10,4808,9947
1135,강서구의회,등촌2동,강서구,10,3784,9213
1136,등촌2파출소,등촌2동,강서구,10,2861,4111
1137,등촌2동주민센터,등촌2동,강서구,10,1635,2636
1139,용문사 버스정류장,등촌2동,강서구,8,3941,7180
1140,목동사거리 버스정류장,화곡4동,강서구,15,4612,8697
1141,곰달래 문화복지센터 1-1,화곡8동,강서구,10,4921,8655
1145,곰달래 문화복지센터 1-2,화곡8동,강서구,10,3121,5596
1146,곰달래사거리,화곡1동,강서구,10,3669,6626
1148,볏골공원,화곡본동,강서구,10,2810,4987
1149,신방화역환승주차장,가양1동,강서구,13,10827,20022
1150,송정역 1번출구,공항동,강서구,10,8171,15327
1151,마곡역1번출구,가양1동,강서구,25,4479,8886
1152,마곡역교차로,가양1동,강서구,10,7435,10853
1153,"발산역 1번, 9번 인근 대여소",등촌3동,강서구,10,15876,31279
1155,기쁜우리복지관,가양1동,강서구,10,6593,12053
1157,강서구청,화곡6동,강서구,8,6421,11199
1158,가양역 8번출구,가양2동,강서구,20,14594,30175
1159,서서울모터리움앞,가양1동,강서구,20,5703,9553
1160,양천향교역 7번출구앞,가양1동,강서구,20,16611,32708
1161,강서면허시험장앞,발산1동,강서구,10,1252,2400
1162,공항초등학교건너편,가양1동,강서구,10,4482,8256
1163,방화동강서기동대앞,방화1동,강서구,10,3530,6841
1165,마곡중학교 후문,가양1동,강서구,20,2709,4977
1166,강서구립등빛도서관,등촌3동,강서구,10,8237,18879
1167,마곡수명산파크3단지 교차로,우장산동,강서구,15,8327,17601
1168,마곡엠밸리10단지 앞,가양1동,강서구,10,4374,9163
1169,염창역 1번 출구,염창동,강서구,8,5706,10584
1170,강서구보건소 (삼성디지털 프라자),염창동,강서구,11,4034,6789
1171,염창동 새마을금고 건너편 (모닝글로리),염창동,강서구,8,5475,9898
1172,가양3동 주민센터,가양3동,강서구,8,4302,7848
1173,강서구청사거리(SH타워),등촌1동,강서구,15,9920,17991
1174,강서구청사거리(부민병원),등촌3동,강서구,9,3069,6274
1175,대한항공 인력개발센터,등촌1동,강서구,15,3786,5587
1177,수명중?고교,발산1동,강서구,10,4554,7770
1178,개화산역 2번 출구,방화2동,강서구,10,2573,5625
1180,마곡엠밸리 15단지(1502동) 건너편,가양1동,강서구,15,5224,7449
1181,농수산식품공사 (강서지사),발산1동,강서구,10,1065,2073
1182,KBS 스포츠월드,화곡6동,강서구,20,7228,13739
1183,KC 대학교,화곡6동,강서구,10,926,1687
1184,마곡13단지,공항동,강서구,15,5690,9649
1185,등촌9단지,등촌3동,강서구,10,4804,9055
1186,송정중학교,공항동,강서구,10,2541,4091
1187,강서수산물도매시장,발산1동,강서구,15,1706,2637
1188,롯데중앙연구소,가양1동,강서구,8,1759,3522
1190,마곡역 교차로(2번출구),가양1동,강서구,10,2438,4906
1191,마곡역 교차로(NH농협),가양1동,강서구,9,7690,13630
1192,마곡수명산파크 209동 건너편,발산1동,강서구,10,4367,8652
1193,마곡센트럴타워 1차,가양1동,강서구,15,7016,13205
1194,센서텍㈜,가양1동,강서구,10,3617,6453
1195,코오롱One&Only타워,가양1동,강서구,20,5984,12846
1196,서울식물원(문화센터) 건너편,가양1동,강서구,15,2996,5450
1197,엘펠리체 호텔 건너편,가양1동,강서구,20,9620,20474
1198,LG 사이언스파크,가양1동,강서구,20,3460,6750
1199,우장산역 3번출구,화곡3동,강서구,13,5253,6057
1200,개화광역환승센터,방화2동,강서구,10,766,1503
2701,마곡나루역 5번출구 뒤편,가양1동,강서구,15,21477,42757
2702,마곡 엠밸리2단지,가양1동,강서구,20,3420,5824
2703,서울도시가스 앞 ,염창동,강서구,20,165,0
2704,홈플러스(강서점),등촌1동,강서구,10,647,0
2706,강서공업고등학교 앞,방화3동,강서구,13,349,0
2707,한강아파트,가양1동,강서구,13,482,0
2708,강서한강자이타워 앞,가양1동,강서구,15,8,0
2709,강변아파트 310동 앞,가양2동,강서구,20,218,0
2710,라이품 공영주차장 앞,가양1동,강서구,30,535,0
2711,가로공원공영주차장 1번 출구,화곡1동,강서구,9,411,0
2712,화곡터널입구교차로,화곡1동,강서구,10,114,0
2713,우장초등학교 앞,화곡6동,강서구,13,27,0
2714,발산1동주민센터교차로,발산1동,강서구,10,463,0
2715,마곡나루역 2번 출구 ,가양1동,강서구,25,1124,0
2716,롯데 R&D 센터,가양1동,강서구,30,96,0
2717,LG유플러스 마곡사옥,가양1동,강서구,30,1033,0
2718,마곡수명산파크1단지,가양1동,강서구,15,411,0
2719,마곡문화공원,가양1동,강서구,20,0,0
2720,힐스테이트에코,가양1동,강서구,30,1208,0
2721,등촌1-10단지 교차로,가양1동,강서구,12,490,0
2722,마곡 문영비지윅스,가양1동,강서구,20,459,0
2723,마곡 필네이처,가양1동,강서구,13,204,0
2724,(재)FITI시험연구원,가양1동,강서구,25,271,0
2725,서울식물원 식물문화센터,가양1동,강서구,20,216,0
2727,서울식물원 잔디마당 앞,가양1동,강서구,20,19,0
2728,마곡나루역 3번 출구,가양1동,강서구,30,643,0
2729,넥센 유니버시티 앞,가양1동,강서구,30,273,0
2730,마곡메가박스 앞,가양1동,강서구,30,462,0
2731,명덕고교,가양1동,강서구,14,274,0
2732,마곡수명산 1-2단지 ,가양1동,강서구,15,615,0
2733,마곡13단지 정문 앞,가양1동,강서구,15,961,0
2735,마곡 공공청사,가양1동,강서구,30,303,0
2736,마곡엠벨리7단지 M타워,가양1동,강서구,30,21,0
2737,까치산역 3번 출구,화곡1동,강서구,10,533,0
2739,수명산파크1단지교차로,발산1동,강서구,10,50,0
2740,마곡레포츠센터,가양1동,강서구,30,141,0
2741,마곡수명산파크5-6단지,발산1동,강서구,8,447,0
2742,강서구민올림픽체육센터,등촌3동,강서구,10,174,0
2102,봉림교 교통섬,신림동,관악구,20,23616,48721
2103,신림동 우방아파트,신사동,관악구,10,4513,10079
2104,사당역 5번출구,미성동,관악구,13,4327,8333
2105,미성동 신림체육센터,미성동,관악구,12,3559,6090
2106,난곡 새마을금고,난곡동,관악구,12,5817,11254
2107,도림천 신화교,서림동,관악구,25,8008,17298
2108,은천치안센터,은천동,관악구,20,3627,8367
2109,은천로입구 가로공원,신월5동,관악구,15,6124,13280
2110,조원동 미성아파트,조원동,관악구,9,2397,5900
2111,서울대입구역 1번출구,낙성대동,관악구,10,2975,7082
2112,서울대입구역 마에스트로,중앙동,관악구,15,2774,6690
2113,관악동작견인차량보관소,조원동,관악구,10,5978,9650
2115,관악농협농산물백화점,조원동,관악구,15,2947,6786
2116,에이스에이존빌딩,중앙동,관악구,9,2393,3797
2119,중앙동 동진빌딩,중앙동,관악구,10,3212,6804
2122,낙성대로 입구,행운동,관악구,20,3233,6768
2127,보성운수차고지 맞은편,난향동,관악구,10,1192,3259
2128,관악구청교차로,청룡동,관악구,12,1351,2962
2129,낙성대 과학전시관,낙성대동,관악구,10,1577,2993
2130,영어마을 관악캠프,낙성대동,관악구,15,1162,1633
2135,신림역 5번출구,신림동,관악구,9,4637,10905
2136,신림역 8번출구,신림동,관악구,8,6376,14144
2137,KT&G 관악지점,은천동,관악구,10,1865,4720
2139,서울신성초등학교,서림동,관악구,10,3641,13268
2140,신림1교 교차로,서원동,관악구,12,6344,12908
2141,미림여고입구 교차로,대학동,관악구,12,621,1491
2143,서울산업정보학교,대학동,관악구,10,1063,3457
2144,난우길입구,미성동,관악구,15,1742,4457
2145,은천초등학교 육교,은천동,관악구,12,2232,4959
2148,낙성대역 3번출구 뒤,행운동,관악구,10,1980,5150
2156,농협 관악문성지점,독산3동,관악구,12,2594,6146
2159,인헌초교,낙성대동,관악구,10,1317,3257
2160,관악구 보건소,청룡동,관악구,15,1294,3765
2164,관악우체국,신림동,관악구,8,3503,5878
2165,JK장평타워,행운동,관악구,10,1020,2502
2167,낙성대역 1번출구,인헌동,관악구,12,1653,3895
2169,봉천역 2번출구,청룡동,관악구,7,3805,9143
2170,조원동서울본병원,조원동,관악구,10,2925,5122
2171,서울대입구역 5번출구,중앙동,관악구,17,4005,9091
2172,나들목공원,대학동,관악구,20,1685,3907
2173,당곡사거리,보라매동,관악구,10,11723,24563
2174,삼성디지털프라자관악점,신림동,관악구,10,2383,5361
2175,신림동걷고싶은문화의거리입구,신림동,관악구,10,2741,2738
2176,보라매공원 보도육교,신사동,관악구,15,5712,11503
2177,신대방역 2번 출구,신사동,관악구,19,16601,31112
2178,서울대학교 정문,대학동,관악구,15,1984,4428
2179,양녕로 입구,은천동,관악구,7,3353,7132
2183,동방1교,대학동,관악구,20,16120,32706
2184,구암초등학교 버스정류장,은천동,관악구,10,935,2065
2185,대학동 고시촌,대학동,관악구,10,3797,2455
2186,우리은행 낙성대역지점,행운동,관악구,15,94,0
2187,현대시장사거리(신한은행),중앙동,관악구,15,194,0
2189,삼성서비스센터(관악점) ,은천동,관악구,15,126,0
2190,도원맨션,은천동,관악구,12,56,0
2191,대학동주민센터 ,대학동,관악구,10,114,0
2195,은천교회,서원동,관악구,15,141,0
2196,삼화페인트 봉천점,청룡동,관악구,10,88,0
2198,사랑의병원,낙성대동,관악구,10,94,0
2199,신봉천주유소,낙성대동,관악구,8,54,0
2200,관악문화원 건너편,서림동,관악구,20,9,0
3304,낙성대역 5번 출구,행운동,관악구,15,0,0
3305,낙성대역 8번 출구,행운동,관악구,10,0,0
3306,서울신우초등학교,삼성동,관악구,10,0,0
3307,봉천고개 육교,청림동,관악구,15,0,0
3310,영락고등학교,청룡동,관악구,15,0,0
