주소,OBJECTID,adm_nm,adm_cd,adm_cd2,sidonm,sggnm,기간,자치구,동,인구,면적,인구밀도
서울특별시 서초구 방배2동,351,서울특별시 서초구 방배2동,1122063,1165061000,서울특별시,서초구,2019,서초구,방배2동,"20,958",1.93,"10,859"
서울특별시 서초구 방배3동,352,서울특별시 서초구 방배3동,1122064,1165062000,서울특별시,서초구,2019,서초구,방배3동,"22,455",2.4,"9,356"
서울특별시 서초구 방배4동,353,서울특별시 서초구 방배4동,1122065,1165062100,서울특별시,서초구,2019,서초구,방배4동,"24,083",0.98,"24,574"
서울특별시 서초구 양재1동,354,서울특별시 서초구 양재1동,1122066,1165065100,서울특별시,서초구,2019,서초구,양재1동,"45,940",5.76,"7,976"
서울특별시 서초구 양재2동,355,서울특별시 서초구 양재2동,1122067,1165065200,서울특별시,서초구,2019,서초구,양재2동,"23,161",7.58,"3,056"
서울특별시 서초구 내곡동,356,서울특별시 서초구 내곡동,1122068,1165066000,서울특별시,서초구,2019,서초구,내곡동,"18,481",12.68,"1,457"
서울특별시 강남구 신사동,357,서울특별시 강남구 신사동,1123051,1168051000,서울특별시,강남구,2019,강남구,신사동,"17,546",1.89,"9,284"
서울특별시 강남구 논현1동,358,서울특별시 강남구 논현1동,1123052,1168052100,서울특별시,강남구,2019,강남구,논현1동,"23,792",1.25,"19,034"
서울특별시 강남구 논현2동,359,서울특별시 강남구 논현2동,1123053,1168053100,서울특별시,강남구,2019,강남구,논현2동,"21,904",1.47,"14,901"
서울특별시 강남구 삼성1동,360,서울특별시 강남구 삼성1동,1123058,1168058000,서울특별시,강남구,2019,강남구,삼성1동,"14,920",1.94,"7,691"
서울특별시 강남구 삼성2동,361,서울특별시 강남구 삼성2동,1123059,1168059000,서울특별시,강남구,2019,강남구,삼성2동,"30,674",1.24,"24,737"
서울특별시 강남구 대치1동,362,서울특별시 강남구 대치1동,1123060,1168060000,서울특별시,강남구,2019,강남구,대치1동,"25,302",0.79,"32,028"
서울특별시 강남구 대치4동,363,서울특별시 강남구 대치4동,1123063,1168063000,서울특별시,강남구,2019,강남구,대치4동,"20,822",0.73,"28,523"
서울특별시 강남구 역삼1동,364,서울특별시 강남구 역삼1동,1123064,1168064000,서울특별시,강남구,2019,강남구,역삼1동,"37,002",2.35,"15,746"
서울특별시 강남구 역삼2동,365,서울특별시 강남구 역삼2동,1123065,1168065000,서울특별시,강남구,2019,강남구,역삼2동,"37,336",1.15,"32,466"
서울특별시 강남구 도곡1동,366,서울특별시 강남구 도곡1동,1123066,1168065500,서울특별시,강남구,2019,강남구,도곡1동,"22,626",1.02,"22,182"
서울특별시 강남구 도곡2동,367,서울특별시 강남구 도곡2동,1123067,1168065600,서울특별시,강남구,2019,강남구,도곡2동,"34,437",1.02,"33,762"
서울특별시 강남구 개포1동,368,서울특별시 강남구 개포1동,1123068,1168066000,서울특별시,강남구,2019,강남구,개포1동,"6,920",1.27,"5,449"
서울특별시 강남구 개포4동,369,서울특별시 강남구 개포4동,1123071,1168069000,서울특별시,강남구,2019,강남구,개포4동,"18,405",1.49,"12,352"
서울특별시 강남구 일원본동,370,서울특별시 강남구 일원본동,1123072,1168072000,서울특별시,강남구,2019,강남구,일원본동,"24,399",2.58,"9,457"
서울특별시 강남구 일원1동,371,서울특별시 강남구 일원1동,1123073,1168073000,서울특별시,강남구,2019,강남구,일원1동,"16,438",0.92,"17,867"
서울특별시 강남구 일원2동,372,서울특별시 강남구 일원2동,1123074,1168074000,서울특별시,강남구,2019,강남구,일원2동,"18,160",1.24,"14,645"
서울특별시 강남구 수서동,373,서울특별시 강남구 수서동,1123075,1168075000,서울특별시,강남구,2019,강남구,수서동,"15,934",1.43,"11,143"
서울특별시 강남구 세곡동,374,서울특별시 강남구 세곡동,1123076,1168070000,서울특별시,강남구,2019,강남구,세곡동,"45,064",6.36,"7,086"
서울특별시 강남구 압구정동,375,서울특별시 강남구 압구정동,1123077,1168054500,서울특별시,강남구,2019,강남구,압구정동,"27,712",2.53,"10,953"
서울특별시 강남구 청담동,376,서울특별시 강남구 청담동,1123078,1168056500,서울특별시,강남구,2019,강남구,청담동,"30,120",2.33,"12,927"
서울특별시 강남구 대치2동,377,서울특별시 강남구 대치2동,1123079,1168061000,서울특별시,강남구,2019,강남구,대치2동,"38,647",2.0,"19,324"
서울특별시 강남구 개포2동,378,서울특별시 강남구 개포2동,1123080,1168067000,서울특별시,강남구,2019,강남구,개포2동,"22,049",2.51,"8,784"
서울특별시 송파구 풍납1동,379,서울특별시 송파구 풍납1동,1124051,1171051000,서울특별시,송파구,2019,송파구,풍납1동,"15,518",0.77,"20,153"
서울특별시 송파구 풍납2동,380,서울특별시 송파구 풍납2동,1124052,1171052000,서울특별시,송파구,2019,송파구,풍납2동,"25,288",1.59,"15,904"
서울특별시 송파구 거여1동,381,서울특별시 송파구 거여1동,1124053,1171053100,서울특별시,송파구,2019,송파구,거여1동,"13,221",0.51,"25,924"
서울특별시 송파구 거여2동,382,서울특별시 송파구 거여2동,1124054,1171053200,서울특별시,송파구,2019,송파구,거여2동,"16,921",0.53,"31,926"
서울특별시 송파구 마천1동,383,서울특별시 송파구 마천1동,1124055,1171054000,서울특별시,송파구,2019,송파구,마천1동,"20,764",0.58,"35,800"
서울특별시 송파구 마천2동,384,서울특별시 송파구 마천2동,1124056,1171055000,서울특별시,송파구,2019,송파구,마천2동,"20,242",0.89,"22,744"
서울특별시 송파구 방이1동,385,서울특별시 송파구 방이1동,1124057,1171056100,서울특별시,송파구,2019,송파구,방이1동,"16,524",0.5,"33,048"
서울특별시 송파구 방이2동,386,서울특별시 송파구 방이2동,1124058,1171056200,서울특별시,송파구,2019,송파구,방이2동,"26,044",0.8,"32,555"
서울특별시 송파구 오륜동,387,서울특별시 송파구 오륜동,1124059,1171056600,서울특별시,송파구,2019,송파구,오륜동,"18,864",3.17,"5,951"
서울특별시 송파구 오금동,388,서울특별시 송파구 오금동,1124060,1171057000,서울특별시,송파구,2019,송파구,오금동,"41,067",1.65,"24,889"
서울특별시 송파구 송파1동,389,서울특별시 송파구 송파1동,1124061,1171058000,서울특별시,송파구,2019,송파구,송파1동,"26,026",0.79,"32,944"
서울특별시 송파구 송파2동,390,서울특별시 송파구 송파2동,1124062,1171059000,서울특별시,송파구,2019,송파구,송파2동,"20,862",0.53,"39,362"
서울특별시 송파구 석촌동,391,서울특별시 송파구 석촌동,1124063,1171060000,서울특별시,송파구,2019,송파구,석촌동,"34,309",0.95,"36,115"
서울특별시 송파구 삼전동,392,서울특별시 송파구 삼전동,1124064,1171061000,서울특별시,송파구,2019,송파구,삼전동,"32,613",0.95,"34,329"
서울특별시 송파구 가락본동,393,서울특별시 송파구 가락본동,1124065,1171062000,서울특별시,송파구,2019,송파구,가락본동,"27,876",1.13,"24,669"
서울특별시 송파구 가락1동,394,서울특별시 송파구 가락1동,1124066,1171063100,서울특별시,송파구,2019,송파구,가락1동,"27,716",1.34,"20,684"
서울특별시 송파구 가락2동,395,서울특별시 송파구 가락2동,1124067,1171063200,서울특별시,송파구,2019,송파구,가락2동,"33,920",0.96,"35,333"
서울특별시 송파구 문정1동,396,서울특별시 송파구 문정1동,1124068,1171064100,서울특별시,송파구,2019,송파구,문정1동,"21,301",0.56,"38,038"
서울특별시 송파구 문정2동,397,서울특별시 송파구 문정2동,1124069,1171064200,서울특별시,송파구,2019,송파구,문정2동,"29,967",2.2,"13,621"
서울특별시 송파구 잠실본동,398,서울특별시 송파구 잠실본동,1124071,1171065000,서울특별시,송파구,2019,송파구,잠실본동,"29,628",0.94,"31,519"
서울특별시 송파구 잠실4동,399,서울특별시 송파구 잠실4동,1124075,1171069000,서울특별시,송파구,2019,송파구,잠실4동,"22,240",1.56,"14,256"
서울특별시 송파구 잠실6동,400,서울특별시 송파구 잠실6동,1124077,1171071000,서울특별시,송파구,2019,송파구,잠실6동,"17,441",2.79,"6,251"
서울특별시 송파구 잠실7동,401,서울특별시 송파구 잠실7동,1124078,1171072000,서울특별시,송파구,2019,송파구,잠실7동,"10,191",0.6,"16,985"
서울특별시 송파구 잠실2동,402,서울특별시 송파구 잠실2동,1124079,1171067000,서울특별시,송파구,2019,송파구,잠실2동,"36,809",2.18,"16,885"
서울특별시 송파구 잠실3동,403,서울특별시 송파구 잠실3동,1124080,1171068000,서울특별시,송파구,2019,송파구,잠실3동,"36,038",1.49,"24,187"
서울특별시 송파구 장지동,404,서울특별시 송파구 장지동,1124081,1171064600,서울특별시,송파구,2019,송파구,장지동,"33,055",1.37,"24,128"
서울특별시 송파구 위례동,405,서울특별시 송파구 위례동,1124082,1171064700,서울특별시,송파구,2019,송파구,위례동,"28,296",2.55,"11,096"
서울특별시 강동구 강일동,406,서울특별시 강동구 강일동,1125051,1174051500,서울특별시,강동구,2019,강동구,강일동,"32,127",2.8,"11,474"
서울특별시 강동구 상일동,407,서울특별시 강동구 상일동,1125052,1174052000,서울특별시,강동구,2019,강동구,상일동,"10,773",2.65,"4,065"
서울특별시 강동구 명일1동,408,서울특별시 강동구 명일1동,1125053,1174053000,서울특별시,강동구,2019,강동구,명일1동,"26,758",0.61,"43,866"
서울특별시 강동구 명일2동,409,서울특별시 강동구 명일2동,1125054,1174054000,서울특별시,강동구,2019,강동구,명일2동,"17,778",0.97,"18,328"
서울특별시 강동구 고덕1동,410,서울특별시 강동구 고덕1동,1125055,1174055000,서울특별시,강동구,2019,강동구,고덕1동,"27,079",1.73,"15,653"
서울특별시 강동구 고덕2동,411,서울특별시 강동구 고덕2동,1125056,1174056000,서울특별시,강동구,2019,강동구,고덕2동,"19,345",2.01,"9,624"
서울특별시 강동구 암사2동,412,서울특별시 강동구 암사2동,1125058,1174058000,서울특별시,강동구,2019,강동구,암사2동,"14,774",1.18,"12,520"
서울특별시 강동구 암사3동,413,서울특별시 강동구 암사3동,1125059,1174059000,서울특별시,강동구,2019,강동구,암사3동,"18,693",2.51,"7,447"
서울특별시 강동구 천호1동,414,서울특별시 강동구 천호1동,1125061,1174060000,서울특별시,강동구,2019,강동구,천호1동,"28,400",0.71,"40,000"
서울특별시 강동구 천호3동,415,서울특별시 강동구 천호3동,1125063,1174062000,서울특별시,강동구,2019,강동구,천호3동,"27,996",0.79,"35,438"
서울특별시 강동구 성내1동,416,서울특별시 강동구 성내1동,1125065,1174064000,서울특별시,강동구,2019,강동구,성내1동,"20,561",0.58,"35,450"
서울특별시 강동구 성내2동,417,서울특별시 강동구 성내2동,1125066,1174065000,서울특별시,강동구,2019,강동구,성내2동,"25,186",0.67,"37,591"
서울특별시 강동구 성내3동,418,서울특별시 강동구 성내3동,1125067,1174066000,서울특별시,강동구,2019,강동구,성내3동,"23,921",0.71,"33,692"
서울특별시 강동구 둔촌1동,419,서울특별시 강동구 둔촌1동,1125070,1174069000,서울특별시,강동구,2019,강동구,둔촌1동,283,0.92,308
서울특별시 강동구 둔촌2동,420,서울특별시 강동구 둔촌2동,1125071,1174070000,서울특별시,강동구,2019,강동구,둔촌2동,"27,752",0.98,"28,318"
서울특별시 강동구 암사1동,421,서울특별시 강동구 암사1동,1125072,1174057000,서울특별시,강동구,2019,강동구,암사1동,"36,693",1.02,"35,974"
서울특별시 강동구 천호2동,422,서울특별시 강동구 천호2동,1125073,1174061000,서울특별시,강동구,2019,강동구,천호2동,"35,904",1.57,"22,869"
서울특별시 강동구 길동,423,서울특별시 강동구 길동,1125074,1174068500,서울특별시,강동구,2019,강동구,길동,"46,367",2.17,"21,367"
서울특별시 구로구 오류2동,424,서울특별시 구로구 오류2동,1117073,1153078000,서울특별시,구로구,2019,구로구,오류2동,"53,500",4.6,"11,630"
